Local time in Beijing / Peking,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 23:00,0.6,773.8,776.9,,65,Wind blowing from the south-east,2,,,,Haze. ,,,-6.7,8.7,,,,,,4.3,-5.4,No precipitation,6,,,,
23.01.2020 20:00,-1.3,771.2,774.4,1.8,47,Wind blowing from the north-east,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,8.7,,,2500 or more  or no clouds.,,,22.0,-11.2,No precipitation,12,,,,
23.01.2020 17:00,7.4,769.4,772.5,,22,Wind blowing from the east,1,,7,40%., ,,,-6.7,8.7,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
23.01.2020 14:00,7.9,768.1,771.1,-0.9,23,Wind blowing from the north-east,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,8.0,,,2500 or more  or no clouds.,,,22.0,-12.0,No precipitation,12,,,,
23.01.2020 11:00,5.0,769.0,772.1,,31,Wind blowing from the north-east,4,,6,50%., ,,,-6.7,6.1,,,2500 or more  or no clouds.,,,9.0,-10.7,No precipitation,6,,,,
23.01.2020 08:00,-5.5,767.4,770.5,1.4,71,Wind blowing from the east-northeast,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,,,,2500 or more  or no clouds.,,,6.0,-9.9,No precipitation,12,,,,
23.01.2020 05:00,-5.9,766.0,769.0,,77,Wind blowing from the east-northeast,1,,3,,Haze. ,,,-6.1,6.1,,,,,,4.0,-9.4,No precipitation,6,,,,
23.01.2020 02:00,-5.3,766.0,769.1,0.6,78,Wind blowing from the west-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.1,,,2500 or more  or no clouds.,,,3.7,-8.5,No precipitation,12,,,,
22.01.2020 23:00,-4.1,765.4,768.4,,67,Calm  no wind,0,,,,Haze. ,,,-6.1,6.1,,,,,,5.0,-9.3,No precipitation,6,,,,
22.01.2020 20:00,-1.6,764.9,768.1,1.0,55,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.1,,,2500 or more  or no clouds.,,,7.0,-9.5,No precipitation,12,,,,
22.01.2020 17:00,4.5,763.9,766.9,,34,Wind blowing from the south-west,1,,4,90  or more  but not 100%, ,,,-6.1,6.1,,,2500 or more  or no clouds.,,,9.0,-10.0,No precipitation,6,,,,
22.01.2020 14:00,5.5,764.5,767.5,-1.2,29,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,5.5,,,2500 or more  or no clouds.,,,11.0,-11.1,No precipitation,12,,,,
22.01.2020 11:00,2.1,765.7,768.8,,39,Wind blowing from the north-east,2,,4,90  or more  but not 100%, ,,,-6.1,4.2,,,2500 or more  or no clouds.,,,12.0,-10.7,No precipitation,6,,,,
22.01.2020 08:00,-4.5,764.8,768.0,0.6,60,Wind blowing from the east-northeast,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,4.2,,,2500 or more  or no clouds.,,,10.0,-11.1,No precipitation,12,,,,
22.01.2020 05:00,-4.7,764.2,767.3,,65,Wind blowing from the east-northeast,2,,2,, ,,,-7.4,4.2,,,,,,8.0,-10.3,No precipitation,6,,,,
22.01.2020 02:00,-5.5,765.1,768.1,-0.5,71,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,4.2,,,2500 or more  or no clouds.,,,8.0,-9.9,No precipitation,12,,,,
21.01.2020 23:00,-3.8,765.6,768.7,,64,Wind blowing from the north-east,1,,5,, ,,,-7.4,4.2,,,,,,10.0,-9.6,No precipitation,6,,,,
21.01.2020 20:00,-0.3,765.4,768.6,0.8,48,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,4.2,,,2500 or more  or no clouds.,,,14.0,-10.0,No precipitation,12,,,,
21.01.2020 17:00,2.8,764.6,767.7,,36,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%, ,,,-7.4,4.2,,,2500 or more  or no clouds.,,,16.0,-11.1,No precipitation,6,,,,
21.01.2020 14:00,3.6,765.3,768.4,-2.2,34,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.2,,,2500 or more  or no clouds.,,,14.0,-10.8,No precipitation,12,,,,
21.01.2020 11:00,1.1,767.5,770.6,,37,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,-7.4,6.2,,,2500 or more  or no clouds.,,,3.0,-12.0,No precipitation,6,,,,
21.01.2020 08:00,-7.1,767.3,770.5,0.4,64,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.2,,,2500 or more  or no clouds.,,,11.0,-12.8,No precipitation,12,,,,
21.01.2020 05:00,-5.1,766.9,770.1,,53,Wind blowing from the west,0,,4,, ,,,-5.1,6.2,,,,,,16.0,-13.4,No precipitation,6,,,,
21.01.2020 02:00,-2.4,767.8,770.8,-0.5,40,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.2,,,2500 or more  or no clouds.,,,17.0,-14.2,No precipitation,12,,,,
20.01.2020 23:00,-1.7,768.3,771.4,,31,Wind blowing from the south-west,2,,6,, ,,,-3.9,6.2,,,,,,19.0,-16.6,No precipitation,6,,,,
20.01.2020 20:00,0.3,767.8,771.0,,27,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.2,,,,,,29.0,-16.5,No precipitation,12,,,,
20.01.2020 17:00,3.8,766.9,769.9,,18,Wind blowing from the south-west,3,,7,, ,,,-3.9,6.2,,,,,,30.0,-18.4,No precipitation,6,,,,
20.01.2020 14:00,5.6,767.2,770.2,-1.8,13,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.6,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
20.01.2020 11:00,3.3,769.0,772.1,,18,Wind blowing from the north,2,,8,no clouds, ,,,-3.9,5.0,,,,,,30.0,-18.8,No precipitation,6,,,,
20.01.2020 08:00,-1.6,767.8,770.9,1.4,32,Wind blowing from the north-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.0,,,,,,30.0,-16.1,No precipitation,12,,,,
20.01.2020 05:00,-2.1,766.4,769.5,,33,Wind blowing from the north-west,1,,12,, ,,,-5.8,5.0,,,,,,30.0,-16.2,No precipitation,6,,,,
20.01.2020 02:00,0.9,765.7,768.7,0.6,26,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.0,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
19.01.2020 23:00,2.6,765.1,768.1,,23,Wind blowing from the north-west,2,,12,, ,,,-5.8,5.0,,,,,,30.0,-16.5,No precipitation,6,,,,
19.01.2020 20:00,-1.2,763.5,766.6,1.4,41,Wind blowing from the west-southwest,1,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.0,,,2500 or more  or no clouds.,,,9.0,-12.8,No precipitation,12,,,,
19.01.2020 17:00,3.6,762.1,765.1,,23,Wind blowing from the south-west,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,12.0,-15.6,,,,,,
19.01.2020 14:00,4.4,762.1,765.1,-2.1,24,Wind blowing from the south-west,3,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,4.5,,,2500 or more  or no clouds.,,,7.0,-14.4,No precipitation,12,,,,
19.01.2020 11:00,1.7,764.2,767.3,,32,Wind blowing from the west-southwest,3,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.4,,,,,,4.4,-13.2,No precipitation,6,,,,
19.01.2020 08:00,0.1,764.3,767.5,0.4,23,Wind blowing from the north,3,,13,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,2.4,,,,,,20.0,-18.6,Trace of precipitation,12,,,,
19.01.2020 05:00,-3.2,763.9,767.0,,35,Calm  no wind,0,,,, ,,,-7.7,2.4,,,,,,19.0,-16.5,No precipitation,6,,,,
19.01.2020 02:00,0.5,764.5,767.6,0.4,25,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,2.4,,,2500 or more  or no clouds.,,,19.0,-17.3,No precipitation,12,,,,
18.01.2020 23:00,2.2,764.1,767.2,,26,Wind blowing from the north-northwest,5,,13,, ,,,-7.7,2.4,,,,,,16.0,-15.3,No precipitation,6,,,,
18.01.2020 20:00,-3.5,763.6,766.7,0.8,84,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-1.1,,,2000-2500,,,0.7,-5.8,No precipitation,12,,,,
18.01.2020 17:00,-3.2,762.8,766.0,,80,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.7,,,2500 or more  or no clouds.,,,0.9,-6.2,No precipitation,6,,,,
18.01.2020 14:00,-2.5,763.4,766.6,-2.8,75,Wind blowing from the south,3,,5,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.2,,,2500 or more  or no clouds.,,,0.9,-6.3,No precipitation,12,,,,
18.01.2020 11:00,-4.7,766.2,769.3,,84,Wind blowing from the west-southwest,3,,4,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.2,,,2500 or more  or no clouds.,,,0.9,-7.0,No precipitation,6,,,,
18.01.2020 08:00,-7.7,766.0,769.2,0.3,92,Wind blowing from the south-west,2,,4,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.2,,,,,,0.1,-8.8,No precipitation,12,,,,
18.01.2020 05:00,-6.1,765.7,768.8,,87,Wind blowing from the south-southwest,1,,4,,Haze. ,,,-7.2,3.2,,,,,,0.4,-7.9,No precipitation,6,,,,
18.01.2020 02:00,-4.9,766.9,770.0,-0.3,81,Wind blowing from the south-southwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.2,,,2500 or more  or no clouds.,,,0.7,-7.7,No precipitation,12,,,,
17.01.2020 23:00,-3.0,767.2,770.4,,66,Wind blowing from the west-southwest,2,,4,,Haze. ,,,-7.2,3.2,,,,,,1.3,-8.6,No precipitation,6,,,,
17.01.2020 20:00,-1.0,767.2,770.4,0.9,46,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.2,,,,,,5.0,-11.2,No precipitation,12,,,,
17.01.2020 17:00,1.7,766.3,769.4,,33,Wind blowing from the south-west,2,,4,no clouds, ,,,-7.2,3.2,,,,,,8.0,-12.9,No precipitation,6,,,,
17.01.2020 14:00,2.8,766.5,769.6,-2.5,30,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.2,,,2500 or more  or no clouds.,,,8.0,-13.1,No precipitation,12,,,,
17.01.2020 11:00,0.0,769.0,772.1,,44,Wind blowing from the east,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,2.3,,,2500 or more  or no clouds.,,,6.0,-10.8,No precipitation,6,,,,
17.01.2020 08:00,-6.5,768.9,772.0,0.6,72,Wind blowing from the east-northeast,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,2.3,,,2500 or more  or no clouds.,,,3.8,-10.7,No precipitation,12,,,,
17.01.2020 05:00,-6.4,768.3,771.4,,81,Wind blowing from the east-northeast,1,,,,Haze. ,,,-6.9,2.3,,,,,,2.3,-9.1,No precipitation,6,,,,
17.01.2020 02:00,-4.7,769.5,772.6,-0.3,74,Wind blowing from the north,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.3,,,2500 or more  or no clouds.,,,2.7,-8.6,No precipitation,12,,,,
16.01.2020 23:00,-4.1,769.8,772.9,,69,Wind blowing from the west,0,,6,,Haze. ,,,-7.3,2.3,,,,,,3.2,-9.1,No precipitation,6,,,,
16.01.2020 20:00,-3.0,770.2,773.4,0.5,59,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.3,,,2500 or more  or no clouds.,,,4.3,-9.9,No precipitation,12,,,,
16.01.2020 17:00,0.6,769.7,772.9,,37,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,-7.3,2.3,,,2500 or more  or no clouds.,,,7.0,-12.4,No precipitation,6,,,,
16.01.2020 14:00,2.2,770.0,773.2,-2.0,22,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.3,,,2500 or more  or no clouds.,,,27.0,-17.3,No precipitation,12,,,,
16.01.2020 11:00,0.5,772.0,775.1,,24,Wind blowing from the north-east,4,,6,90  or more  but not 100%, ,,,-7.3,1.8,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,6,,,,
16.01.2020 08:00,-4.9,771.5,774.7,1.6,39,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.8,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
16.01.2020 05:00,-6.1,769.9,773.1,,52,Wind blowing from the north-east,1,,4,, ,,,-8.9,1.8,,,,,,19.0,-14.4,No precipitation,6,,,,
16.01.2020 02:00,-5.7,770.6,773.8,-0.3,74,Wind blowing from the north,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.8,,,2500 or more  or no clouds.,,,1.3,-9.6,No precipitation,12,,,,
15.01.2020 23:00,-3.0,770.9,774.1,,59,Wind blowing from the west-southwest,1,,5,,Haze. ,,,-9.4,1.8,,,,,,2.4,-9.9,No precipitation,6,,,,
15.01.2020 20:00,-2.8,770.0,773.2,1.0,52,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.8,,,2500 or more  or no clouds.,,,6.0,-11.5,No precipitation,12,,,,
15.01.2020 17:00,-0.2,769.0,772.2,,38,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,-9.4,1.8,,,2500 or more  or no clouds.,,,8.0,-13.1,No precipitation,6,,,,
15.01.2020 14:00,1.5,769.0,772.1,-1.9,29,Wind blowing from the south-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.7,,,2500 or more  or no clouds.,,,11.0,-14.6,No precipitation,12,,,,
15.01.2020 11:00,-1.5,770.9,774.1,,34,Wind blowing from the north-northeast,2,,4,40%., ,,,-9.4,1.1,,,2500 or more  or no clouds.,,,15.0,-15.3,No precipitation,6,,,,
15.01.2020 08:00,-8.4,770.5,773.6,0.3,63,Wind blowing from the north-east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.1,,,2500 or more  or no clouds.,,,15.0,-14.2,No precipitation,12,,,,
15.01.2020 05:00,-8.4,770.2,773.3,,66,Wind blowing from the east-northeast,2,,,, ,,,-9.4,1.1,,,,,,13.0,-13.6,No precipitation,6,,,,
15.01.2020 02:00,-8.9,770.3,773.5,0.2,64,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.1,,,2500 or more  or no clouds.,,,15.0,-14.5,No precipitation,12,,,,
14.01.2020 23:00,-6.2,770.1,773.2,,51,Calm  no wind,0,,,, ,,,-7.8,1.1,,,,,,19.0,-14.9,No precipitation,6,,,,
14.01.2020 20:00,-2.7,770.0,773.2,1.0,37,Wind blowing from the south-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.1,,,2500 or more  or no clouds.,,,23.0,-15.4,No precipitation,12,,,,
14.01.2020 17:00,-0.5,769.0,772.1,,27,Wind blowing from the south-southwest,2,,5,70 – 80%., ,,,-7.8,1.1,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,6,,,,
14.01.2020 14:00,0.3,769.0,772.2,-2.2,25,Wind blowing from the west,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,0.9,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
14.01.2020 11:00,-3.0,771.2,774.4,,29,Wind blowing from the north-east,2,,7,no clouds, ,,,-7.8,0.9,,,,,,30.0,-18.5,No precipitation,6,,,,
14.01.2020 08:00,-7.5,770.4,773.5,0.7,44,Wind blowing from the east-northeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,0.9,,,,,,30.0,-17.7,No precipitation,12,,,,
14.01.2020 05:00,-6.6,769.7,772.9,,40,Wind blowing from the north-east,2,,10,, ,,,-6.8,0.9,,,,,,30.0,-18.0,No precipitation,6,,,,
14.01.2020 02:00,-4.4,769.6,772.8,0.4,35,Wind blowing from the north-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,0.9,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
13.01.2020 23:00,-2.7,769.2,772.3,,30,Wind blowing from the north,3,,10,, ,,,-5.5,0.9,,,,,,30.0,-17.9,No precipitation,6,,,,
13.01.2020 20:00,-1.5,768.1,771.2,1.3,28,Wind blowing from the north-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,0.9,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
13.01.2020 17:00,-0.1,766.8,769.9,,20,Wind blowing from the north-northwest,3,,9,no clouds, ,,,-5.5,0.9,,,,,,30.0,-20.4,No precipitation,6,,,,
13.01.2020 14:00,0.0,766.2,769.3,-1.6,20,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.4,,,,,,30.0,-20.3,No precipitation,12,,,,
13.01.2020 11:00,-2.2,767.8,770.9,,26,Wind blowing from the north,4,,9,no clouds, ,,,-5.5,2.4,,,,,,30.0,-19.1,No precipitation,6,,,,
13.01.2020 08:00,-5.4,767.1,770.2,0.8,35,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.4,,,,,,30.0,-18.5,No precipitation,12,,,,
13.01.2020 05:00,-4.6,766.3,769.4,,36,Wind blowing from the north-northeast,3,,8,, ,,,-5.9,2.4,,,,,,30.0,-17.4,No precipitation,6,,,,
13.01.2020 02:00,-4.0,766.1,769.3,-0.1,38,Wind blowing from the north-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.4,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
12.01.2020 23:00,-1.8,766.2,769.3,,33,Wind blowing from the north,2,,10,, ,,,-5.9,2.4,,,,,,30.0,-16.0,No precipitation,6,,,,
12.01.2020 20:00,-1.8,765.7,768.8,0.9,48,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.4,,,,,,11.0,-11.6,No precipitation,12,,,,
12.01.2020 17:00,0.7,764.8,768.0,,33,Wind blowing from the south-west,2,,10,no clouds, ,,,-5.9,2.4,,,,,,20.0,-13.7,No precipitation,6,,,,
12.01.2020 14:00,1.8,764.6,767.7,-2.4,29,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.0,,,,,,22.0,-14.3,No precipitation,12,,,,
12.01.2020 11:00,-0.7,767.0,770.2,,32,Wind blowing from the east-northeast,3,,,no clouds, ,,,-5.9,-0.5,,,,,,30.0,-15.3,No precipitation,6,,,,
12.01.2020 08:00,-5.4,766.5,769.6,0.7,56,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,-0.5,,,2500 or more  or no clouds.,,,24.0,-13.0,No precipitation,12,,,,
12.01.2020 05:00,-5.7,765.8,769.0,,61,Wind blowing from the east-northeast,1,,3,, ,,,-5.7,-0.5,,,,,,20.0,-12.2,No precipitation,6,,,,
12.01.2020 02:00,-3.0,766.3,769.5,-0.6,49,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,-0.5,,,2500 or more  or no clouds.,,,16.0,-12.2,No precipitation,12,,,,
11.01.2020 23:00,-1.5,766.9,770.1,,38,Wind blowing from the west,2,,6,, ,,,,0.8,,,,,,28.0,-14.0,No precipitation,6,,,,
11.01.2020 20:00,-1.5,767.1,770.2,0.4,37,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,2.9,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
11.01.2020 17:00,-0.9,766.7,769.9,,32,Wind blowing from the north-east,1,,7,90  or more  but not 100%, ,,,-4.0,,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,6,,,,
11.01.2020 14:00,-0.8,766.9,770.1,-1.9,30,Wind blowing from the north-east,3,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
11.01.2020 11:00,-1.9,768.8,772.0,,32,Wind blowing from the north-east,4,,13,90  or more  but not 100%, ,,,-4.0,6.6,,,2500 or more  or no clouds.,,,18.0,-16.4,No precipitation,6,,,,
11.01.2020 08:00,-3.7,768.4,771.6,0.8,37,Wind blowing from the north-northeast,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,6.6,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
11.01.2020 05:00,-3.1,767.6,770.7,,39,Wind blowing from the east-northeast,5,,13,, ,,,-6.3,6.6,,,,,,30.0,-15.1,No precipitation,6,,,,
11.01.2020 02:00,-0.7,768.1,771.1,0.0,31,Wind blowing from the north,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,6.6,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
10.01.2020 23:00,0.7,768.1,771.1,,29,Wind blowing from the north,4,,11,, ,,,-6.3,6.6,,,,,,30.0,-15.3,No precipitation,6,,,,
10.01.2020 20:00,2.9,766.5,769.6,0.9,25,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,6.6,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
